,Measure,Comin' Home Baby,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,1,Gmin7,G,0.0,871.347900390625,1773.2496337890625,7583.47998046875,1869.0828857421875,3210.1015625,16810.103515625,6552.19384765625,19722.955078125,3762.099609375,6133.642578125,25756.3046875,4065.025146484375
1,5,Cmin7,C,8.0,29325.841796875,6775.94189453125,14192.7216796875,50243.93359375,13860.875,5481.68505859375,10646.5263671875,66079.7109375,11680.96484375,13348.5859375,80770.0625,18269.962890625
2,13,Bb7,Bb,24.0,14.299980163574219,24.132062911987305,180.89540100097656,57.04258346557617,18.91916847229004,104.94033813476562,395.407958984375,2748.338623046875,463.1112976074219,319.9219665527344,2064.923095703125,328.7731628417969
3,14,A7,A,26.0,2.0507400035858154,7.026506423950195,32.49732208251953,8.312638282775879,21.663909912109375,125.60991668701172,26.511465072631836,3.057331085205078,8.754311561584473,4.885848522186279,5.706929683685303,1.4525679349899292
4,14,Ab7,Ab,27.0,68.7791519165039,416.246337890625,112.52569580078125,138.45596313476562,539.41796875,140.98565673828125,63.53712844848633,283.53924560546875,94.82730102539062,226.2373809814453,62.990482330322266,40.76561737060547
5,15,Gmin7,G,28.0,9532.5908203125,4484.75146484375,9252.908203125,17995.70703125,10845.3701171875,20958.595703125,20664.357421875,19595.611328125,7646.84912109375,5776.83544921875,21536.3515625,5181.103515625
