,Measure,OneShiningSoul,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
123,63,D#9,D#,124.0,24.27894401550293,81.47257232666016,60.9088020324707,86.64200592041016,45.60909652709961,213.66709899902344,50.26423645019531,78.05036926269531,309.8871154785156,56.7218132019043,25.863645553588867,15.846638679504395
124,63,G#7,G#,125.0,361.7327880859375,1023.3945922851562,257.1886291503906,379.815673828125,315.82470703125,1095.7872314453125,922.5558471679688,247.41954040527344,286.4300231933594,224.40692138671875,603.1278076171875,200.89634704589844
125,64,Gbmaj7,Gb,126.0,700.9793090820312,265.8035888671875,212.34300231933594,763.270263671875,423.3965148925781,553.8684692382812,161.78564453125,238.05128479003906,489.8200378417969,128.15438842773438,79.5076675415039,178.23350524902344
126,64,Fmin7,F,127.0,122.06293487548828,39.62782287597656,39.132362365722656,203.2384033203125,55.9211540222168,98.60855102539062,41.21556854248047,39.31997299194336,199.28594970703125,57.01588439941406,12.870894432067871,22.210342407226562
127,65,Emaj7,E,128.0,165.58560180664062,673.0390014648438,389.3153381347656,1164.6976318359375,633.1467895507812,153.8249969482422,124.48200225830078,501.9840393066406,216.72137451171875,134.65109252929688,579.894287109375,332.0120849609375
128,65,D#7,D#,129.0,171.10101318359375,1059.533935546875,776.4672241210938,461.0450439453125,178.1768798828125,269.18597412109375,1118.2220458984375,292.4075622558594,259.80181884765625,446.989501953125,110.45561981201172,53.548919677734375
129,66,Dmaj7,D,130.0,172.26806640625,233.46363830566406,102.83139038085938,79.87854766845703,167.41844177246094,734.7836303710938,229.13795471191406,52.34938430786133,176.5146484375,66.39105987548828,100.09027099609375,554.0032348632812
130,66,Db7,Db,131.0,195.8633575439453,476.7955322265625,144.9591064453125,150.25961303710938,247.4817657470703,966.6190795898438,214.3207244873047,243.6001739501953,1496.43310546875,412.3642883300781,598.4411010742188,163.1520233154297
131,67,Bbmin7,Bb,132.0,316.9833679199219,258.10418701171875,197.2261199951172,435.6407165527344,218.4774932861328,446.5817565917969,562.4104614257812,485.0909729003906,383.0314636230469,133.80380249023438,145.3464813232422,113.94832611083984
132,67,D#9,D#,132.66666666666666,106.986572265625,76.08222198486328,64.04082489013672,152.5231475830078,56.53365707397461,120.38003540039062,110.58602905273438,44.78627395629883,63.22542190551758,22.29816246032715,13.688790321350098,15.965400695800781
133,67,G#7,G#,133.33333333333334,33.016475677490234,86.26514434814453,35.67649459838867,56.63120651245117,27.58616828918457,109.6655502319336,291.480224609375,41.745967864990234,8.39241886138916,19.701982498168945,117.95906829833984,28.449392318725586
134,68,Gbmaj,Gb,134.0,278.0179138183594,575.5371704101562,142.2360076904297,114.77571868896484,269.68865966796875,1119.64453125,332.5347595214844,100.61518096923828,414.1685791015625,101.83819580078125,118.28617095947266,550.9883422851562
135,68,Db7,Db,135.0,173.40919494628906,513.203857421875,401.2362365722656,428.6825866699219,281.16400146484375,888.6563110351562,310.1717529296875,501.7873229980469,198.42320251464844,220.9017333984375,562.241943359375,166.9291229248047
136,69,D#9,D#,136.0,522.4683837890625,217.4464874267578,271.3841857910156,942.1528930664062,303.91265869140625,480.0149841308594,1070.0709228515625,380.5948181152344,457.1634521484375,114.9461898803711,87.22490692138672,151.23788452148438
137,69,G#7,G#,137.0,182.1527099609375,570.6074829101562,166.3288116455078,277.7483215332031,80.22928619384766,283.1506042480469,1170.3548583984375,217.51438903808594,57.17586135864258,92.58805084228516,487.0535888671875,97.1797866821289
138,70,Gbmaj,Gb,138.0,275.6099548339844,591.3324584960938,138.05006408691406,105.08736419677734,270.6445007324219,1175.011474609375,342.859619140625,99.70748901367188,414.6656799316406,102.23905181884766,120.41742706298828,548.321533203125
139,70,Db7,Db,139.0,174.84307861328125,506.9998474121094,368.9715881347656,420.5995178222656,276.4754333496094,884.1935424804688,312.6302795410156,503.6175537109375,198.8291778564453,221.3590087890625,559.9935913085938,166.34674072265625
140,71,D#9,D#,140.0,522.5078735351562,219.85157775878906,286.2853088378906,943.5051879882812,304.3403625488281,478.5289306640625,1070.2783203125,381.8826904296875,456.8929748535156,114.3548812866211,87.28868865966797,151.1617431640625
141,71,G#7,G#,141.0,16688.580078125,24564.400390625,9687.8916015625,30561.869140625,8495.3291015625,15643.80078125,23410.251953125,16762.34375,79634.8828125,16180.6923828125,5642.77099609375,19260.220703125
