,Measure,Mamacita,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
25,26,C13,C,50.0,991.0545043945312,358.9370422363281,600.661376953125,1299.5531005859375,883.8671264648438,911.090087890625,420.6731262207031,917.2544555664062,859.8253784179688,270.8394775390625,215.2689208984375,301.9039611816406
26,27,Bb13,Bb,52.0,912.9910278320312,235.4524688720703,376.9411315917969,1673.5220947265625,863.5515747070312,713.2083129882812,175.083984375,210.72080993652344,269.3515930175781,778.274169921875,220.3453369140625,230.8580780029297
27,28,F7,F,54.0,418.2013244628906,903.7394409179688,304.40087890625,749.03466796875,1728.14892578125,907.486328125,755.9814453125,320.2546691894531,693.0368041992188,398.4867858886719,1071.221435546875,1012.3005981445312
28,29,Gb13,Gb,56.0,1036.5804443359375,316.2837829589844,420.8905029296875,2085.17333984375,1064.1007080078125,665.784423828125,205.6785125732422,296.7760314941406,287.5701904296875,795.68603515625,250.70774841308594,300.4288330078125
29,30,F7,F,58.0,925.2318725585938,248.8661651611328,344.1564025878906,1555.50927734375,849.296142578125,698.78125,167.33848571777344,182.55418395996094,260.7388000488281,791.34765625,210.11260986328125,224.19122314453125
30,31,F7,F,60.0,973.47021484375,276.11102294921875,432.1181335449219,2106.489013671875,1168.11962890625,733.594482421875,209.22230529785156,258.2759704589844,312.9019470214844,812.521728515625,252.1363525390625,318.114501953125
31,32,F7,F,62.0,950.8196411132812,241.75108337402344,341.6046447753906,1567.5185546875,827.726806640625,658.7721557617188,157.87351989746094,186.86114501953125,261.06793212890625,792.92822265625,203.8089599609375,226.7275390625
32,33,F7,F,64.0,1027.2974853515625,390.6213073730469,694.8734741210938,1814.05712890625,848.7898559570312,871.3225708007812,410.6339416503906,976.7144165039062,879.7719116210938,335.68780517578125,689.5845336914062,388.2331848144531
33,34,Bb13,Bb,66.0,1027.9710693359375,351.127685546875,904.9985961914062,400.4910888671875,389.4782409667969,1553.8599853515625,415.4640197753906,211.2477569580078,698.55224609375,466.9412536621094,1034.9886474609375,326.1449279785156
34,35,Bb9,Bb,68.0,936.8999633789062,263.3067626953125,446.556640625,2127.597412109375,1209.74365234375,932.1281127929688,239.0728759765625,269.1521911621094,321.5504150390625,832.4129028320312,257.40911865234375,312.5574645996094
35,36,F7,F,70.0,939.1972045898438,239.3027801513672,345.9913635253906,1579.2540283203125,820.7971801757812,636.99169921875,148.68167114257812,186.56610107421875,261.4328918457031,797.4674682617188,206.059814453125,224.87904357910156
36,37,F7,F,72.0,354.90869140625,292.3289794921875,568.5891723632812,587.5135498046875,1040.774658203125,1699.6527099609375,614.3305053710938,856.317138671875,366.899169921875,836.803466796875,1001.559326171875,307.9647521972656
37,38,C13,C,74.0,984.42578125,354.713134765625,604.3626708984375,1349.0045166015625,888.795166015625,922.0654296875,417.3863220214844,915.9507446289062,866.8029174804688,273.1897888183594,220.17425537109375,304.9206848144531
38,39,Bb13,Bb,76.0,909.4595336914062,235.03416442871094,376.9904479980469,1673.783203125,864.3767700195312,713.580810546875,175.14793395996094,210.8595733642578,269.75177001953125,778.6005249023438,221.165283203125,230.39125061035156
39,40,F7,F,78.0,417.9852600097656,903.7997436523438,304.4269104003906,749.0864868164062,1728.1243896484375,907.4082641601562,755.9371948242188,319.93670654296875,692.6243286132812,398.3646545410156,1071.1614990234375,1012.253662109375
40,41,Gb13,Gb,80.0,121.8131332397461,157.9676971435547,174.8203125,1013.1146850585938,457.2361145019531,129.5841064453125,189.9365234375,150.89877319335938,70.02686309814453,23.46111488342285,81.707275390625,109.29724884033203
