,Measure,Grand Strut,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,2,Amin7,A,1.5,1007.8289184570312,261.8305358886719,156.23912048339844,581.8120727539062,3090.16015625,495.306884765625,131.1859588623047,623.5824584960938,471.0960693359375,2140.46435546875,347.6143798828125,267.070068359375
1,6,F7,F,7.5,1404.9423828125,373.4276123046875,628.4186401367188,3360.593017578125,1216.7635498046875,1222.7105712890625,193.36871337890625,253.2520751953125,416.86376953125,2176.006591796875,363.6579284667969,291.0480041503906
2,10,D7,D,13.5,956.9480590820312,296.7705993652344,888.2630004882812,166.98780822753906,81.14482116699219,204.4022674560547,1100.8798828125,338.6652526855469,121.24911499023438,519.6721801757812,121.8758544921875,172.6321258544922
3,12,C,C,16.5,107.96786499023438,41.25538635253906,145.5415802001953,120.0150146484375,406.7665710449219,119.58779907226562,288.829833984375,1876.1279296875,492.9017333984375,1318.4130859375,213.04408264160156,51.95101547241211
4,13,Bb,Bb,18.0,147.43734741210938,65.2112045288086,125.2197265625,50.66450119018555,243.40264892578125,481.3418273925781,88.0601806640625,94.07449340820312,421.8229675292969,2867.156494140625,456.5643615722656,45.25685119628906
5,14,Amin7,A,19.5,7116.46875,2000.68017578125,3118.125,2275.8876953125,10276.5244140625,4144.703125,1184.5828857421875,3292.174072265625,5833.775390625,35487.6875,5453.8037109375,1487.2191162109375
