,Measure,"Cat, The",chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,1,F9,F,0.0,14867.5947265625,3599.875244140625,5615.22314453125,23186.09375,13636.5556640625,11317.515625,6058.66650390625,32242.546875,22196.5703125,27832.1875,17910.43359375,5749.36474609375
1,6,F9,F,10.0,9447.5126953125,2060.452392578125,2270.447021484375,11813.3857421875,6940.98583984375,8615.0341796875,2239.578369140625,5592.64892578125,5787.888671875,3189.35546875,4970.25,2621.861083984375
2,10,Bb7,Bb,18.0,257.1962585449219,404.5428771972656,1927.6051025390625,603.6415405273438,1077.2496337890625,5338.76513671875,931.1455078125,679.0130004882812,4120.56787109375,5322.88623046875,10541.2646484375,1515.36962890625
3,12,F9,F,22.0,2239.24609375,519.4765014648438,851.2310180664062,4391.31005859375,1797.8043212890625,2721.794677734375,710.21630859375,1845.8607177734375,404.9691162109375,723.0696411132812,239.41888427734375,464.9217224121094
4,14,C7,C,26.0,568.732177734375,112.73150634765625,111.2110595703125,766.0689086914062,1683.4630126953125,236.1255645751953,116.80181884765625,709.6587524414062,135.70675659179688,77.94368743896484,452.2340393066406,202.7952117919922
5,15,Bb7,Bb,28.0,69.2057113647461,122.70207977294922,656.9005126953125,220.7164764404297,342.3348083496094,1297.4964599609375,245.62596130371094,273.5847473144531,1624.2589111328125,424.5673828125,411.4702453613281,94.8311538696289
6,16,F9,F,30.0,4371.76708984375,1086.6131591796875,2010.9503173828125,9824.2939453125,4174.29833984375,6763.7578125,1556.3275146484375,3532.2607421875,846.9900512695312,1380.3056640625,563.5415649414062,944.7763061523438
