,Measure,Movin on Out,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,2,Abmin7,Ab,2.0,134.2676239013672,139.76513671875,48.01743698120117,148.36878967285156,76.627197265625,199.0925750732422,44.34309387207031,35.46035385131836,103.39523315429688,20.248254776000977,20.20908546447754,47.18843460083008
1,2,Bbmin7,Bb,3.0,118.3905029296875,130.4789276123047,220.00682067871094,826.0767211914062,187.13958740234375,497.175537109375,1554.6307373046875,353.8096008300781,432.755859375,141.56236267089844,174.2050323486328,466.068603515625
2,3,Abmin7,Ab,4.0,516.820556640625,386.187744140625,964.1220092773438,3371.726318359375,609.208984375,985.29052734375,4710.1015625,2338.072998046875,6164.46875,1151.9732666015625,579.990478515625,1850.1395263671875
3,4,Abmin7,Ab,6.0,134.2323760986328,139.7007598876953,47.94304275512695,147.96795654296875,76.43170166015625,198.80426025390625,44.21784973144531,35.4156608581543,103.28356170654297,20.23763656616211,20.246715545654297,47.21821594238281
4,4,Bbmin7,Bb,7.0,28.0096492767334,58.07174301147461,20.332035064697266,47.317569732666016,36.5843391418457,222.8728790283203,336.20440673828125,148.9460906982422,47.6088752746582,19.602190017700195,28.42926025390625,20.76096534729004
5,5,Abmin7,Ab,8.0,453.11279296875,253.84222412109375,617.4547729492188,2712.872802734375,490.0207214355469,717.079833984375,3211.900634765625,932.1162719726562,1548.1318359375,359.7779541015625,660.2747192382812,2168.2919921875
6,6,Abmin7,Ab,10.0,30.599843978881836,74.5007553100586,25.250612258911133,40.39572525024414,41.19573211669922,217.38343811035156,44.090423583984375,31.284120559692383,205.3978729248047,58.25004577636719,18.39605712890625,19.086830139160156
7,6,Bbmin7,Bb,11.0,114.32585906982422,82.35626983642578,196.62042236328125,818.8447875976562,160.0065155029297,229.2351531982422,1060.48681640625,324.6224060058594,472.4228820800781,125.07611083984375,163.62887573242188,512.2481689453125
8,7,Abmin7,Ab,12.0,24888.2265625,40631.28515625,41667.47265625,69528.1484375,21066.34375,58766.51171875,89279.6796875,57905.07421875,321882.40625,73924.4453125,66225.9609375,75358.2578125
