,Measure,LullabyOfTheLeaves,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,32,D7(b5),D,62.0,61.672550201416016,30.72756004333496,57.97878646850586,98.22674560546875,32.53767013549805,40.25345993041992,93.9353256225586,44.849613189697266,92.78531646728516,49.66943359375,24.72429656982422,53.662139892578125
1,32,G7,G,63.0,3282.159912109375,1431.1361083984375,4740.89599609375,3337.706787109375,1914.6146240234375,8023.04150390625,4646.57421875,6360.87255859375,1944.390625,1874.5882568359375,1309.8226318359375,4181.48291015625
