,Measure,GreasyG,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,64,Bb7sus(07),Bb,126.0,50.75935745239258,79.3379898071289,178.71131896972656,240.59356689453125,89.69921875,58.92948532104492,134.94708251953125,679.5358276367188,140.16510009765625,44.47813415527344,37.088619232177734,62.937164306640625
1,64,F7,F,126.66666666666669,12.96627426147461,12.206459045410156,21.14035987854004,98.98223114013672,29.95252799987793,25.744600296020508,36.66158676147461,141.00331115722656,34.292144775390625,65.90058135986328,434.2018737792969,85.75341033935547
2,64,G7,G,127.33333333333331,17.5125675201416,24.361419677734375,56.985294342041016,75.79210662841797,51.84318542480469,110.02930450439453,41.12325668334961,53.03847885131836,33.188011169433594,81.07354736328125,50.90519332885742,16.817983627319336
3,65,Gmin7,G,128.0,2129.289306640625,579.4618530273438,920.136962890625,3833.378173828125,1861.8582763671875,2010.498046875,935.32568359375,981.2186889648438,703.197998046875,1926.01318359375,709.982666015625,684.8087768554688
4,66,Gmin,G,130.0,77.08104705810547,45.69840621948242,182.6056365966797,158.3181915283203,117.65471649169922,423.0228576660156,88.12429809570312,84.2164077758789,26.00843048095703,29.176767349243164,43.04349899291992,123.7857437133789
5,67,C7,C,132.0,29.532180786132812,24.175336837768555,106.5879135131836,46.6590576171875,37.82830047607422,92.91046905517578,24.901891708374023,51.41074752807617,11.657196998596191,15.970124244689941,67.91414642333984,42.906558990478516
6,68,C7,C,134.0,43641.08984375,8134.27294921875,5130.458984375,16982.21875,91732.0546875,15886.7109375,5465.17236328125,30116.513671875,6725.43505859375,5867.62548828125,31157.150390625,14600.3623046875
