,Measure,GreasyGBass,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,65,Gmin7,G,128.0,194.72911071777344,137.7112274169922,322.52386474609375,190.57252502441406,322.1400146484375,1058.01904296875,449.9964294433594,779.8067016601562,255.99407958984375,133.27821350097656,205.2540283203125,130.3624725341797
1,66,Gmin,G,130.0,65.69609832763672,73.67656707763672,340.9904479980469,75.98934173583984,80.40835571289062,280.5030212402344,87.86324310302734,143.135009765625,42.25112533569336,49.84208297729492,153.2986297607422,52.4984130859375
2,67,C7,C,132.0,164.30332946777344,63.14874267578125,123.47119903564453,104.70734405517578,354.5859680175781,131.57691955566406,47.797481536865234,164.22560119628906,42.29751968383789,41.31020736694336,193.67628479003906,96.01636505126953
3,68,C7,C,134.0,42712.30078125,7871.78955078125,4788.67626953125,15640.1279296875,89596.4140625,17556.50390625,5731.92529296875,30019.119140625,6693.439453125,5849.48828125,31259.4609375,14358.0849609375
